Price	Living.Area	Bedrooms	Bathrooms	Fireplaces	Age
181516	2204	4	1.5	1	31
191988	2096	3	3	1	18
183610	2570	5	2.5	1	28
237367	2936	4	2.5	1	6
296708	3210	3	2.5	1	15
272902	3020	4	2.5	1	1
196875	2086	4	2.5	1	17
139627	1980	4	1	0	205
129155	1260	2	1.5	1	27
198969	1938	3	2.5	1	26
205950	2284	4	2.5	1	18
208743	1804	3	2.5	1	4
112400	1375	2	1.5	1	20
174534	2226	4	2.5	1	31
106117	1480	3	1.5	0	21
107743	1228	3	1.5	0	21
154499	1886	3	1.5	1	31
136203	1479	2	1.5	1	20
379472	3440	5	4	1	1
189736	2588	4	2.5	1	31
308253	2880	4	2.5	1	9
134171	2133	4	1.5	1	34
120279	1056	2	1	0	5
112825	1314	2	1.5	1	20
251400	2741	4	2.5	1	2
125361	1326	2	1.5	1	19
94868	1380	4	1	0	105
110182	1480	3	1.5	1	20
180927	2050	4	1.5	0	33
233714	2338	4	2.5	1	16
172795	1910	4	2.5	0	21
150772	1652	3	2	1	20
329328	3542	4	3.5	1	1
88092	929	2	1.5	0	22
187026	1831	3	2	1	19
132138	1468	2	1.5	1	161
163986	2039	4	2.5	1	18
159920	1794	3	2	0	37
150434	1666	4	1.5	0	38
216530	2388	4	2.5	1	20
262461	2505	4	2.5	1	1
206688	2284	4	2.5	1	17
190284	1879	3	2.5	1	5
157476	1664	3	2	1	34
347761	3820	4	4.5	1	18
262461	2809	4	2.5	0	2
194877	2066	4	2.5	1	35
166335	1664	3	2	1	37
193565	2350	3	2.5	1	15
232934	2116	3	2.5	1	20
108593	1480	3	1.5	0	19
124013	1524	3	1.5	0	180
100938	1034	3	1.5	0	15
94064	1480	2	2.5	1	16
109042	880	3	1	0	56
159175	1512	3	2	0	12
94667	912	3	1	0	34
150434	1611	4	2	1	83
149756	1470	3	2.5	1	11
218475	2748	4	2.5	1	0
172795	1512	3	1.5	1	15
158565	1512	3	1.5	0	14
60309	2039	3	1	0	55
98256	1480	2	2.5	1	16
238832	2872	5	3	1	0
140269	1244	2	1.5	1	13
98423	1355	3	1	0	60
131165	1564	3	2	0	13
93174	1022	3	1	0	55
93895	1480	3	1.5	1	17
213249	1904	2	2	2	2
149078	1592	3	1.5	1	9
155855	1332	3	1.5	1	9
101375	960	3	1	0	19
260485	2143	3	2.5	0	6
108958	1514	3	1.5	0	19
228291	1986	3	2.5	1	1
214749	2286	4	2.5	1	11
256417	2752	5	3	1	9
173082	1656	3	2.5	1	18
295426	3370	4	3	1	11
193774	1932	4	2.5	1	4
100003	1184	3	2	0	19
222330	2712	5	3	1	1
197350	2500	4	3.5	1	1
95708	912	2	1.5	0	20
249250	2604	4	2.5	1	1
157055	1836	4	1.5	1	106
102287	882	3	1.5	0	71
178851	2002	4	2.5	1	14
95708	912	2	1.5	0	20
135901	1508	3	1.5	0	21
44873	882	3	1.5	0	71
182056	2396	4	2.5	1	28
205070	2460	4	2.5	1	1
201928	2322	4	2.5	1	22
108785	1480	3	1.5	0	22
270841	2306	3	2.5	1	1
185902	2756	4	2.5	1	33
150581	1664	3	2	1	33
479670	3956	4	2.5	2	15
285769	3125	4	2.5	1	3
247125	2835	4	3	1	1
203240	2464	4	2.5	1	42
207751	2628	3	2.5	2	20
124939	1099	2	1	0	9
80130	1225	3	1	1	48
227314	2764	4	2.5	1	1
199733	840	2	1	0	50
49564	1363	3	2	0	39
106950	1472	3	1	1	28
158338	1836	3	2.5	1	15
169876	1774	3	2.5	1	1
147440	1590	3	2.5	0	3
208339	2109	2	2.5	0	1
148496	1470	3	1.5	0	12
197956	2314	4	2.5	1	1
67951	1040	2	1	0	19
121798	1308	3	1	0	29
242955	1954	2	1.5	1	66
455140	1764	4	2.5	1	86
217314	2498	4	2.5	1	14
141029	1874	3	2.5	1	31
318121	2892	4	3.5	1	1
153850	2400	3	2	0	26
88092	1572	4	1.5	1	50
124939	1678	3	2.5	1	1
107973	1388	3	1	0	60
119875	1512	4	1.5	1	61
66027	1653	3	2	0	79
182649	1758	3	2.5	1	1
206480	2310	3	2.5	0	18
107695	1802	4	2	1	56
236737	3239	4	3.5	2	1
154829	1440	2	2	1	66
179492	2030	3	2.5	1	3
189108	2097	3	2.5	1	10
